file,start,end,avg_similarity_to_patients
163_8b3_Lr_mc_AKGC417L,16.337,19.958,0.815574786131212
178_1b2_Pr_mc_AKGC417L,0.042,1.28,0.8799747535519896
178_1b2_Pr_mc_AKGC417L,8.863,10.268,0.883224038518721
178_1b2_Pr_mc_AKGC417L,11.982,13.732,0.8850468743281011
178_1b2_Pr_mc_AKGC417L,13.732,15.589,0.8601742008877162
178_1b2_Pr_mc_AKGC417L,15.589,17.387,0.8569116361086065
178_1b2_Pr_mc_AKGC417L,17.387,19.494,0.8845293471390459
199_2b3_Ll_mc_LittC2SE,18.01,19.95,0.8913630366001803
207_2b3_Tc_mc_AKGC417L,0.743,4.266,0.8399314488407338
207_2b3_Tc_mc_AKGC417L,4.266,7.705,0.8326100270750247
207_2b3_Tc_mc_AKGC417L,7.705,11.177,0.8430459419086977
207_2b3_Tc_mc_AKGC417L,11.177,14.7,0.8620394981428839
207_2b3_Tc_mc_AKGC417L,14.7,18.022,0.8508418377230186
207_2b3_Tc_mc_AKGC417L,18.022,19.574,0.8843158043822864
178_1b6_Tc_mc_AKGC417L,0.923,2.732,0.9204341509770452
178_1b6_Tc_mc_AKGC417L,2.732,5.375,0.9206880254410046
178_1b6_Tc_mc_AKGC417L,5.375,7.756,0.9139537889516556
178_1b6_Tc_mc_AKGC417L,7.756,10.256,0.9170300831640804
178_1b6_Tc_mc_AKGC417L,10.256,12.566,0.9177320356017766
178_1b6_Tc_mc_AKGC417L,12.566,14.827,0.9135287995962462
178_1b6_Tc_mc_AKGC417L,14.827,17.446,0.9241006284307322
178_1b6_Tc_mc_AKGC417L,17.446,19.958,0.9217873842885268
200_2p3_Tc_mc_AKGC417L,7.788,13.881,0.9360585897165187
138_2p2_Lr_mc_AKGC417L,3.18,6.035,0.8701739613029195
138_2p2_Lr_mc_AKGC417L,14.449,17.654,0.8846956272163098
163_2b2_Lr_mc_AKGC417L,3.765,8.553,0.8833862170892118
163_2b2_Lr_mc_AKGC417L,17.369,19.958,0.8859076620911435
204_7p5_Pr_mc_AKGC417L,0.077,2.982,0.8157049956309106
204_7p5_Pr_mc_AKGC417L,2.982,5.863,0.8009756979290341
204_7p5_Pr_mc_AKGC417L,5.863,9.113,0.8000453048306813
204_7p5_Pr_mc_AKGC417L,9.113,12.232,0.8071089170267285
204_7p5_Pr_mc_AKGC417L,12.232,15.113,0.8089655273154309
204_7p5_Pr_mc_AKGC417L,15.113,18.304,0.8190671275317488
204_7p5_Pr_mc_AKGC417L,18.304,19.958,0.8239879165988612
137_1b1_Ar_sc_Meditron,0.036,4.95,0.8603221940256888
137_1b1_Ar_sc_Meditron,4.95,7.136,0.8805281589922919
137_1b1_Ar_sc_Meditron,7.136,9.364,0.8904080553249722
137_1b1_Ar_sc_Meditron,9.364,11.75,0.8915376112099813
137_1b1_Ar_sc_Meditron,11.75,13.793,0.8938346260085894
137_1b1_Ar_sc_Meditron,13.793,16.036,0.8859745408697994
137_1b1_Ar_sc_Meditron,16.036,18.621,0.8486852819418724
137_1b1_Ar_sc_Meditron,18.621,19.95,0.9284474123852973
213_1p2_Lr_mc_AKGC417L,1.11,4.616,0.8850112466601998
213_1p2_Lr_mc_AKGC417L,4.616,8.005,0.8946265055868603
213_1p2_Lr_mc_AKGC417L,8.005,11.344,0.8911580415827337
213_1p2_Lr_mc_AKGC417L,11.344,14.566,0.8625789077554501
213_1p2_Lr_mc_AKGC417L,14.566,17.554,0.8954449710724197
213_1p2_Lr_mc_AKGC417L,17.554,19.958,0.8368222796380405
147_1b4_Tc_mc_AKGC417L,3.012,4.388,0.9505121509814548
147_1b4_Tc_mc_AKGC417L,11.921,13.28,0.9450530239753858
147_1b4_Tc_mc_AKGC417L,14.589,15.78,0.9439727406708536
147_1b4_Tc_mc_AKGC417L,15.78,17.039,0.9423034123955126
147_1b4_Tc_mc_AKGC417L,18.28,19.522,0.9435236155957835
147_2b3_Lr_mc_AKGC417L,0.864,4.656,0.8959817041663363
147_2b3_Lr_mc_AKGC417L,4.656,8.75,0.9038183498476905
147_2b3_Lr_mc_AKGC417L,8.75,13.331,0.9015247782418632
147_2b3_Lr_mc_AKGC417L,13.331,17.81,0.898295398159393
147_2b3_Lr_mc_AKGC417L,17.81,19.337,0.8887606435773178
151_2p3_Pr_mc_AKGC417L,0.81,2.513,0.8812918287460692
151_2p3_Pr_mc_AKGC417L,2.513,5.634,0.8781538302998428
151_2p3_Pr_mc_AKGC417L,5.634,9.124,0.8781473735088426
151_2p3_Pr_mc_AKGC417L,9.124,12.529,0.8817647609505158
151_2p3_Pr_mc_AKGC417L,12.529,15.668,0.8855887896370839
151_2p3_Pr_mc_AKGC417L,15.668,18.907,0.8877969882458455
162_1b2_Ll_mc_AKGC417L,0.092,3.481,0.8602430808734749
162_1b2_Ll_mc_AKGC417L,3.481,10.793,0.8673381418748803
162_1b2_Ll_mc_AKGC417L,10.793,18.623,0.8599191418082734
170_1b4_Lr_mc_AKGC417L,0.059,3.214,0.8636728885827409
170_1b4_Lr_mc_AKGC417L,3.214,6.219,0.9023531271948557
170_1b4_Lr_mc_AKGC417L,6.219,9.341,0.8981581679024672
170_1b4_Lr_mc_AKGC417L,9.341,12.613,0.899050491957584
170_1b4_Lr_mc_AKGC417L,12.613,15.634,0.9056611088207898
170_1b4_Lr_mc_AKGC417L,15.634,18.84,0.8976563120414264
135_2b2_Tc_mc_LittC2SE,0.036,1.979,0.8967936569018967
135_2b2_Tc_mc_LittC2SE,1.979,4.693,0.8751317939274298
135_2b2_Tc_mc_LittC2SE,4.693,7.593,0.9467044360665134
135_2b2_Tc_mc_LittC2SE,7.593,10.636,0.95371530343537
135_2b2_Tc_mc_LittC2SE,10.636,13.393,0.958102092785245
135_2b2_Tc_mc_LittC2SE,13.393,16.464,0.9559590035454882
135_2b2_Tc_mc_LittC2SE,16.464,19.15,0.9484991677099854
135_2b2_Tc_mc_LittC2SE,19.15,19.95,0.9640070037416614
177_1b2_Tc_mc_AKGC417L,1.995,8.406,0.9291168342552598
177_1b2_Tc_mc_AKGC417L,8.406,12.045,0.9149242957860331
177_1b2_Tc_mc_AKGC417L,12.045,15.885,0.917340749010916
177_1b2_Tc_mc_AKGC417L,15.885,19.424,0.9015422729253035
169_1b1_Lr_sc_Meditron,6.522,9.336,0.9292268107173106
169_1b1_Lr_sc_Meditron,18.364,19.95,0.956509358905333
200_2p4_Lr_mc_AKGC417L,0.175,3.297,0.8845344045491698
200_2p4_Lr_mc_AKGC417L,3.297,7.805,0.8831235966684815
200_2p4_Lr_mc_AKGC417L,7.805,11.594,0.8817333280814759
200_2p4_Lr_mc_AKGC417L,11.594,15.902,0.8842945785874385
200_2p4_Lr_mc_AKGC417L,15.902,17.387,0.8789118522545841
121_1b1_Tc_sc_Meditron,0.007,2.064,0.9488295814887039
121_1b1_Tc_sc_Meditron,2.064,5.921,0.9499655083253277
121_1b1_Tc_sc_Meditron,5.921,10.107,0.9555258958801052
121_1b1_Tc_sc_Meditron,10.107,14.493,0.9561446501950989
121_1b1_Tc_sc_Meditron,14.493,18.893,0.9587827866765213
121_1b1_Tc_sc_Meditron,18.893,19.979,0.9409237836570487
140_2b2_Tc_mc_LittC2SE,0.036,1.85,0.9262704163793816
140_2b2_Tc_mc_LittC2SE,4.079,6.436,0.9381837763106624
140_2b2_Tc_mc_LittC2SE,6.436,8.507,0.9205486193477688
140_2b2_Tc_mc_LittC2SE,8.507,10.421,0.9342894406919159
140_2b2_Tc_mc_LittC2SE,10.421,12.464,0.9301242068491261
140_2b2_Tc_mc_LittC2SE,12.464,14.521,0.9342559654698491
140_2b2_Tc_mc_LittC2SE,14.521,16.279,0.9380837019228634
140_2b2_Tc_mc_LittC2SE,16.279,18.493,0.9333631601733307
140_2b2_Tc_mc_LittC2SE,18.493,19.964,0.9418807991004307
178_2b2_Pr_mc_AKGC417L,0.613,2.256,0.8557735876503848
178_2b2_Pr_mc_AKGC417L,2.256,4.22,0.8660541851199658
178_2b2_Pr_mc_AKGC417L,4.22,6.47,0.8676135501266838
178_2b2_Pr_mc_AKGC417L,6.47,8.387,0.8298635286261699
178_2b2_Pr_mc_AKGC417L,8.387,10.518,0.8350361455003253
178_2b2_Pr_mc_AKGC417L,10.518,12.673,0.829013218081134
178_2b2_Pr_mc_AKGC417L,12.673,14.911,0.8325934868592457
178_2b2_Pr_mc_AKGC417L,14.911,16.994,0.8244107817159808
178_2b2_Pr_mc_AKGC417L,16.994,19.22,0.8416184091707244
178_2b2_Pr_mc_AKGC417L,19.22,19.958,0.8297658481702755
162_2b4_Lr_mc_AKGC417L,3.598,7.387,0.889696845973849
162_2b4_Lr_mc_AKGC417L,7.387,11.928,0.878759534396387
162_2b4_Lr_mc_AKGC417L,11.928,17.049,0.8846388342664193
162_2b4_Lr_mc_AKGC417L,17.049,18.729,0.8847379974478404
133_2p3_Tc_mc_AKGC417L,0.042,2.351,0.9774218042415613
133_2p3_Tc_mc_AKGC417L,2.351,4.911,0.9698754750697579
133_2p3_Tc_mc_AKGC417L,4.911,7.375,0.9667514861651427
133_2p3_Tc_mc_AKGC417L,7.375,9.946,0.9644711724431909
133_2p3_Tc_mc_AKGC417L,12.542,15.232,0.9642402525529097
133_2p3_Tc_mc_AKGC417L,17.839,19.982,0.9732885201331216
205_4b2_Pr_mc_AKGC417L,8.327,12.125,0.8955094732074632
178_1b2_Al_mc_AKGC417L,0.042,1.28,0.9118972618144041
178_1b2_Al_mc_AKGC417L,7.089,8.863,0.9116017445911823
178_1b2_Al_mc_AKGC417L,8.863,10.268,0.9082532295250417
178_1b2_Al_mc_AKGC417L,13.732,15.589,0.9035140883824341
178_1b2_Al_mc_AKGC417L,15.589,17.387,0.904668552720955
178_1b2_Al_mc_AKGC417L,17.387,19.494,0.9098496522843335
172_1b4_Pl_mc_AKGC417L,13.898,17.186,0.8827077766312512
104_1b1_Al_sc_Litt3200,0.0,1.8771,0.8995002332165063
104_1b1_Al_sc_Litt3200,1.8771,3.7543,0.9214728257684153
104_1b1_Al_sc_Litt3200,3.7543,6.1071,0.9011459344964855
104_1b1_Al_sc_Litt3200,6.1071,8.2502,0.9433067572321909
104_1b1_Al_sc_Litt3200,8.2502,12.618,0.8687113164248017
104_1b1_Al_sc_Litt3200,12.618,15.856,0.8641382828989785
203_1p4_Pr_mc_AKGC417L,0.685,2.208,0.8814671653519672
203_1p4_Pr_mc_AKGC417L,4.577,6.97,0.8787077103857397
203_1p4_Pr_mc_AKGC417L,9.351,11.851,0.8679753408125834
203_1p4_Pr_mc_AKGC417L,11.851,14.244,0.8692531553928915
203_1p4_Pr_mc_AKGC417L,14.244,16.744,0.8800276009248073
203_1p4_Pr_mc_AKGC417L,16.744,19.125,0.8762379886349164
203_1p4_Pr_mc_AKGC417L,19.125,19.97,0.9035420609517404
206_1b1_Lr_sc_Meditron,0.064,1.164,0.8610656637553145
176_2b3_Lr_mc_AKGC417L,0.093,1.785,0.8935236906032502
166_1p1_Pl_sc_Meditron,0.28226,2.631,0.8019211725731604
166_1p1_Pl_sc_Meditron,2.631,5.0202,0.8107314613033187
166_1p1_Pl_sc_Meditron,5.0202,8.4879,0.7847633771062
166_1p1_Pl_sc_Meditron,8.4879,10.302,0.8523399818766378
166_1p1_Pl_sc_Meditron,10.302,12.369,0.8644855121003215
166_1p1_Pl_sc_Meditron,12.369,15.091,0.8163060935106277
166_1p1_Pl_sc_Meditron,15.091,17.349,0.8148336954729545
166_1p1_Pl_sc_Meditron,17.349,19.435,0.7887244904899218
166_1p1_Pl_sc_Meditron,19.435,21.663,0.8164716319661284
166_1p1_Pl_sc_Meditron,21.663,23.77,0.8116826542629693
166_1p1_Pl_sc_Meditron,23.77,25.655,0.8488957826926096
166_1p1_Pl_sc_Meditron,25.655,27.198,0.8278943979842959
166_1p1_Pl_sc_Meditron,27.198,29.032,0.7354128070606952
166_1p1_Pl_sc_Meditron,29.032,31.099,0.853606499462406
166_1p1_Pl_sc_Meditron,31.099,33.427,0.8324904752592134
166_1p1_Pl_sc_Meditron,33.427,36.764,0.800628781955338
166_1p1_Pl_sc_Meditron,56.552,59.829,0.8888243657956952
215_1b2_Ar_sc_Meditron,0.05,1.222,0.9091588227995648
176_1b4_Tc_mc_AKGC417L,9.408,12.857,0.891952530768268
140_2b3_Ll_mc_LittC2SE,0.207,3.479,0.8643651406001438
140_2b3_Ll_mc_LittC2SE,9.764,11.707,0.8598052483344393
140_2b3_Ll_mc_LittC2SE,11.707,13.921,0.8839081260010268
140_2b3_Ll_mc_LittC2SE,13.921,16.164,0.8866826830408288
140_2b3_Ll_mc_LittC2SE,16.164,18.364,0.86745448546262
140_2b3_Ll_mc_LittC2SE,18.364,19.964,0.8967803362542556
218_1p1_Pl_sc_Litt3200,0.0,2.1629,0.8100469068282989
218_1p1_Pl_sc_Litt3200,9.0774,10.306,0.9011013588842623
161_1b1_Pl_sc_Meditron,0.05,1.036,0.9276784752622517
161_1b1_Pl_sc_Meditron,1.036,3.364,0.9155244358709101
161_1b1_Pl_sc_Meditron,3.364,5.364,0.9270949158617562
221_2b2_Pl_mc_LittC2SE,19.507,19.993,0.937229394486009
184_1b1_Ar_sc_Meditron,0.05,1.164,0.8723505133157352
184_1b1_Ar_sc_Meditron,1.164,3.679,0.8801162187379951
184_1b1_Ar_sc_Meditron,3.679,6.793,0.8727793120064699
184_1b1_Ar_sc_Meditron,6.793,9.893,0.8718342733665629
184_1b1_Ar_sc_Meditron,9.893,12.236,0.8833620626753308
184_1b1_Ar_sc_Meditron,12.236,14.85,0.8822637287428948
184_1b1_Ar_sc_Meditron,14.85,17.779,0.879571305913785
184_1b1_Ar_sc_Meditron,17.779,19.979,0.8751135424999942
207_3b2_Al_mc_AKGC417L,0.042,2.362,0.904196815876289
207_3b2_Al_mc_AKGC417L,2.362,4.833,0.8849253334711537
207_3b2_Al_mc_AKGC417L,4.833,6.953,0.8835399080286465
207_3b2_Al_mc_AKGC417L,6.953,9.341,0.8881945149319103
207_3b2_Al_mc_AKGC417L,9.341,11.678,0.8820322018854985
207_3b2_Al_mc_AKGC417L,11.678,13.815,0.8919407283362325
207_3b2_Al_mc_AKGC417L,13.815,16.202,0.882403728055698
207_3b2_Al_mc_AKGC417L,16.202,18.456,0.8820763941735756
207_3b2_Al_mc_AKGC417L,18.456,19.541,0.8920020582767608
167_1b1_Al_sc_Meditron,0.022,1.793,0.907674018842779
167_1b1_Al_sc_Meditron,1.793,3.322,0.9331769317667986
167_1b1_Al_sc_Meditron,3.322,4.607,0.9488864821837284
167_1b1_Al_sc_Meditron,4.607,5.907,0.9454692820817656
167_1b1_Al_sc_Meditron,5.907,7.393,0.9160498258454383
167_1b1_Al_sc_Meditron,7.393,8.75,0.9398924665247007
167_1b1_Al_sc_Meditron,8.75,10.05,0.9361353943323012
167_1b1_Al_sc_Meditron,10.05,11.55,0.9310654307113241
167_1b1_Al_sc_Meditron,11.55,12.95,0.9368160085132388
167_1b1_Al_sc_Meditron,12.95,14.521,0.9243123353151861
167_1b1_Al_sc_Meditron,14.521,16.036,0.9298929731402565
167_1b1_Al_sc_Meditron,16.036,17.321,0.9261248698674143
167_1b1_Al_sc_Meditron,17.321,17.879,0.969398326120413
151_3p3_Ll_mc_AKGC417L,18.239,19.858,0.8830296425859089
203_1p3_Pl_mc_AKGC417L,0.089,1.947,0.9133007535668093
219_2b2_Tc_mc_LittC2SE,0.036,1.05,0.890102024130811
219_2b2_Tc_mc_LittC2SE,1.05,5.25,0.8856793879705306
219_2b2_Tc_mc_LittC2SE,5.25,10.236,0.8763801016720246
219_2b2_Tc_mc_LittC2SE,10.236,15.536,0.8812899038874962
219_2b2_Tc_mc_LittC2SE,15.536,19.607,0.8866758366128382
219_2b2_Tc_mc_LittC2SE,19.607,19.95,0.9178988015172497
130_2b2_Ar_mc_AKGC417L,10.124,12.707,0.8908669899963607
130_2b2_Ar_mc_AKGC417L,12.707,15.078,0.8945340284862894
198_1b5_Lr_mc_AKGC417L,18.875,19.975,0.8881610793469172
145_2b2_Ar_mc_AKGC417L,5.458,9.316,0.8881887520527936
145_2b2_Ar_mc_AKGC417L,16.887,19.958,0.8881042270478146
211_1p3_Ar_mc_AKGC417L,0.092,1.584,0.8948854586082512
211_1p3_Ar_mc_AKGC417L,1.584,3.11,0.8900389846492409
211_1p3_Ar_mc_AKGC417L,3.11,4.518,0.8939578949366399
211_1p3_Ar_mc_AKGC417L,4.518,5.993,0.9056732218115301
211_1p3_Ar_mc_AKGC417L,5.993,7.385,0.9069050845579382
211_1p3_Ar_mc_AKGC417L,7.385,8.793,0.890115996327069
211_1p3_Ar_mc_AKGC417L,8.793,10.252,0.906452875902489
211_1p3_Ar_mc_AKGC417L,10.252,11.693,0.9123636549199524
211_1p3_Ar_mc_AKGC417L,11.693,13.118,0.9099190952569357
211_1p3_Ar_mc_AKGC417L,13.118,14.694,0.9052112639592664
211_1p3_Ar_mc_AKGC417L,14.694,16.253,0.8853721890225463
211_1p3_Ar_mc_AKGC417L,16.253,17.695,0.8892047181513717
211_1p3_Ar_mc_AKGC417L,17.695,19.019,0.8855345031422246
211_1p3_Ar_mc_AKGC417L,19.019,19.69,0.8818913877901341
181_1b1_Ar_mc_LittC2SE,1.836,5.821,0.8933083612305059
181_1b1_Ar_mc_LittC2SE,5.821,12.064,0.8915047429299898
181_1b1_Ar_mc_LittC2SE,12.064,17.993,0.892137495967229
181_1b1_Ar_mc_LittC2SE,17.993,19.921,0.9031293694425592
160_1b3_Al_mc_AKGC417L,17.671,19.541,0.8656741197537015
201_1b2_Al_sc_Meditron,19.322,19.993,0.9558929517805451
122_2b3_Al_mc_LittC2SE,0.036,4.15,0.893043403227318
122_2b3_Al_mc_LittC2SE,7.95,12.321,0.8847280342387454
122_2b3_Al_mc_LittC2SE,12.321,16.636,0.8779618371603619
122_2b3_Al_mc_LittC2SE,16.636,19.979,0.8931045092373635
187_1b1_Ll_sc_Meditron,0.279,1.25,0.9396652993376179
187_1b1_Ll_sc_Meditron,1.25,2.222,0.9177156839788841
187_1b1_Ll_sc_Meditron,2.222,3.279,0.9130048375461763
187_1b1_Ll_sc_Meditron,3.279,4.436,0.897889211833195
187_1b1_Ll_sc_Meditron,4.436,5.264,0.9161474026559504
187_1b1_Ll_sc_Meditron,5.264,5.95,0.9561193843652972
187_1b1_Ll_sc_Meditron,5.95,6.664,0.9384384986263847
187_1b1_Ll_sc_Meditron,6.664,7.45,0.9455357105166272
187_1b1_Ll_sc_Meditron,7.45,8.364,0.9389010731127246
187_1b1_Ll_sc_Meditron,8.364,9.05,0.9415591708341149
187_1b1_Ll_sc_Meditron,9.05,10.207,0.9113047618723598
187_1b1_Ll_sc_Meditron,10.207,11.95,0.8839627384274207
187_1b1_Ll_sc_Meditron,11.95,13.521,0.8852129553428998
187_1b1_Ll_sc_Meditron,13.521,15.064,0.8900447121377043
187_1b1_Ll_sc_Meditron,15.064,16.464,0.9157174674913002
187_1b1_Ll_sc_Meditron,16.464,17.793,0.9009759732456758
187_1b1_Ll_sc_Meditron,17.793,19.964,0.8833679536300368
157_1b1_Pl_sc_Meditron,1.1908,5.1294,0.8963074270402057
157_1b1_Pl_sc_Meditron,5.1294,10.971,0.8663026543740083
157_1b1_Pl_sc_Meditron,10.971,14.411,0.8888114866279306
157_1b1_Pl_sc_Meditron,14.411,18.747,0.8648907057543106
157_1b1_Pl_sc_Meditron,18.747,24.151,0.8935354421646915
157_1b1_Pl_sc_Meditron,24.151,30.481,0.8820448311896858
157_1b1_Pl_sc_Meditron,40.17,45.055,0.9279396435987296
157_1b1_Pl_sc_Meditron,45.055,49.116,0.9214684541715471
157_1b1_Pl_sc_Meditron,59.558,63.1,0.9212011477070368
134_2b1_Al_mc_LittC2SE,0.05,1.879,0.8921197448133079
134_2b1_Al_mc_LittC2SE,1.879,6.55,0.8868011964075116
134_2b1_Al_mc_LittC2SE,6.55,11.364,0.8925758883631315
134_2b1_Al_mc_LittC2SE,11.364,16.321,0.881193031149432
134_2b1_Al_mc_LittC2SE,16.321,19.979,0.8827826120876288
172_1b5_Ar_mc_AKGC417L,1.01,3.581,0.8983704225823338
172_1b5_Ar_mc_AKGC417L,6.836,9.624,0.8973838042121215
172_1b5_Ar_mc_AKGC417L,9.624,12.262,0.8904401105747428
172_1b5_Ar_mc_AKGC417L,12.262,15.801,0.8874116617356669
172_1b5_Ar_mc_AKGC417L,15.801,18.322,0.8879921296624543
172_1b5_Ar_mc_AKGC417L,18.322,19.274,0.9169152500612213
177_1b4_Lr_mc_AKGC417L,0.359,3.364,0.8938522684013999
177_1b4_Lr_mc_AKGC417L,3.364,7.888,0.8900127602533121
177_1b4_Lr_mc_AKGC417L,7.888,11.043,0.906928615562672
177_1b4_Lr_mc_AKGC417L,11.043,14.583,0.9177705259202609
177_1b4_Lr_mc_AKGC417L,14.583,18.74,0.897656039177164
200_3p4_Pl_mc_AKGC417L,0.309,6.503,0.8376846096364433
200_3p4_Pl_mc_AKGC417L,6.503,11.094,0.8490802090168588
200_3p4_Pl_mc_AKGC417L,11.094,14.79,0.8574956706304677
200_3p4_Pl_mc_AKGC417L,14.79,19.057,0.8473646620406307
185_1b1_Lr_sc_Litt3200,2.8751,5.2563,0.8154982252079506
185_1b1_Lr_sc_Litt3200,5.2563,7.1055,0.8018218915315145
185_1b1_Lr_sc_Litt3200,7.1055,9.0497,0.7981187509430264
185_1b1_Lr_sc_Litt3200,9.0497,10.753,0.9023452637845603
185_1b1_Lr_sc_Litt3200,10.753,12.71,0.872063602364222
185_1b1_Lr_sc_Litt3200,12.71,15.68,0.7538290667900615
185_1b1_Lr_sc_Litt3200,15.68,19.632,0.8096593827045696
170_1b2_Tc_mc_AKGC417L,4.065,7.237,0.8969443332904312
170_1b2_Tc_mc_AKGC417L,7.237,10.343,0.9009432030684773
170_1b2_Tc_mc_AKGC417L,10.343,13.394,0.9037910818063516
170_1b2_Tc_mc_AKGC417L,13.394,16.579,0.8998889919891735
170_1b2_Tc_mc_AKGC417L,16.579,19.644,0.9061674865576085
138_1p4_Tc_mc_AKGC417L,1.361,5.267,0.9522896401059723
138_1p4_Tc_mc_AKGC417L,5.267,9.224,0.9483453507055734
138_1p4_Tc_mc_AKGC417L,9.224,12.947,0.9406476045685758
138_1p4_Tc_mc_AKGC417L,12.947,16.886,0.944179486676021
138_1p4_Tc_mc_AKGC417L,16.886,18.773,0.9359070242798845
200_2p2_Tc_mc_AKGC417L,15.367,19.908,0.9125380980553152
181_1b3_Tc_mc_LittC2SE,0.093,2.364,0.9571581187677392
181_1b3_Tc_mc_LittC2SE,2.364,8.207,0.9581394980139919
181_1b3_Tc_mc_LittC2SE,8.207,13.607,0.9565448557916554
181_1b3_Tc_mc_LittC2SE,13.607,18.836,0.9582025042816005
181_1b3_Tc_mc_LittC2SE,18.836,19.936,0.9555118835331254
154_1b3_Tc_mc_AKGC417L,0.399,2.327,0.8501161533142134
154_1b3_Tc_mc_AKGC417L,2.327,4.316,0.839571203629612
154_1b3_Tc_mc_AKGC417L,4.316,6.149,0.8436895906697186
154_1b3_Tc_mc_AKGC417L,6.149,8.042,0.8364515447651094
154_1b3_Tc_mc_AKGC417L,8.042,9.816,0.8547871318074671
154_1b3_Tc_mc_AKGC417L,9.816,11.554,0.835781625303898
154_1b3_Tc_mc_AKGC417L,11.554,13.089,0.8455253331551611
154_1b3_Tc_mc_AKGC417L,13.089,14.566,0.8414062441781759
154_1b3_Tc_mc_AKGC417L,14.566,16.101,0.831484798234953
154_1b3_Tc_mc_AKGC417L,16.101,17.613,0.8452828710669095
154_1b3_Tc_mc_AKGC417L,17.613,19.089,0.8371928457778052
154_1b3_Tc_mc_AKGC417L,19.089,19.827,0.8205426434416205
207_2b2_Tc_mc_AKGC417L,1.261,2.763,0.925135159234809
207_2b2_Tc_mc_AKGC417L,2.763,5.818,0.9212931161880799
207_2b2_Tc_mc_AKGC417L,5.818,9.174,0.9240033759552053
207_2b2_Tc_mc_AKGC417L,9.174,12.679,0.9300126399435982
207_2b2_Tc_mc_AKGC417L,12.679,16.002,0.9371023564750095
207_2b2_Tc_mc_AKGC417L,16.002,19.407,0.9347973506684438
113_1b1_Ll_sc_Litt3200,0.66579,2.0175,0.9161786212331569
113_1b1_Ll_sc_Litt3200,2.0175,3.4097,0.867779602321154
113_1b1_Ll_sc_Litt3200,3.4097,4.7681,0.8997081099418136
113_1b1_Ll_sc_Litt3200,4.7681,6.6579,0.8827658297587628
113_1b1_Ll_sc_Litt3200,6.6579,7.6869,0.9467380795850848
113_1b1_Ll_sc_Litt3200,7.6869,9.0319,0.9097724063774786
113_1b1_Ll_sc_Litt3200,9.0319,11.07,0.8176043537169254
113_1b1_Ll_sc_Litt3200,11.07,13.302,0.9074145398019843
113_1b1_Ll_sc_Litt3200,13.302,14.493,0.8850202847167684
113_1b1_Ll_sc_Litt3200,14.493,16.221,0.8267937038186781
113_1b1_Ll_sc_Litt3200,16.221,20.848,0.7268078847811144
178_1b3_Pr_mc_AKGC417L,1.782,5.718,0.8591549309542057
178_1b3_Pr_mc_AKGC417L,5.718,9.654,0.8481841333027534
178_1b3_Pr_mc_AKGC417L,9.654,13.252,0.843674490142397
178_1b3_Pr_mc_AKGC417L,13.252,16.427,0.8449952084809109
178_1b3_Pr_mc_AKGC417L,16.427,19.181,0.8428243347122997
121_1p1_Tc_sc_Meditron,0.036,1.907,0.966193805093539
121_1p1_Tc_sc_Meditron,1.907,4.521,0.9669054370158474
121_1p1_Tc_sc_Meditron,4.521,7.193,0.9600247731065069
121_1p1_Tc_sc_Meditron,7.193,9.75,0.966679362404584
121_1p1_Tc_sc_Meditron,9.75,12.407,0.9668358104918118
121_1p1_Tc_sc_Meditron,12.407,15.079,0.9674505137643927
121_1p1_Tc_sc_Meditron,15.079,17.521,0.9687041163514372
121_1p1_Tc_sc_Meditron,17.521,19.95,0.9713744052717965
162_2b2_Tc_mc_AKGC417L,0.075,3.898,0.9365375627398121
162_2b2_Tc_mc_AKGC417L,3.898,10.109,0.9303275982431082
162_2b2_Tc_mc_AKGC417L,10.109,16.753,0.934845129421799
162_2b2_Tc_mc_AKGC417L,16.753,19.09,0.9360605169004593
195_1b1_Ar_sc_Litt3200,3.4694,5.4677,0.927793156897501
195_1b1_Ar_sc_Litt3200,7.5242,9.8468,0.8919184327925769
195_1b1_Ar_sc_Litt3200,9.8468,11.134,0.9461042915980185
195_1b1_Ar_sc_Litt3200,11.134,12.774,0.9321573242210383
195_1b1_Ar_sc_Litt3200,12.774,14.458,0.9196580653797056
195_1b1_Ar_sc_Litt3200,14.458,15.518,0.9406399123568346
195_1b1_Ar_sc_Litt3200,15.518,16.752,0.9198000078780154
195_1b1_Ar_sc_Litt3200,16.752,17.961,0.8893429661347059
195_1b1_Ar_sc_Litt3200,17.961,19.156,0.8916160924682934
195_1b1_Ar_sc_Litt3200,19.156,20.734,0.8718149630140629
195_1b1_Ar_sc_Litt3200,20.734,22.631,0.8517406709393294
195_1b1_Ar_sc_Litt3200,22.631,24.048,0.8969091887507258
195_1b1_Ar_sc_Litt3200,24.048,25.413,0.8487934506735924
195_1b1_Ar_sc_Litt3200,25.413,28.558,0.8545205503997814
195_1b1_Ar_sc_Litt3200,28.558,30.0,0.9017090674464743
147_2b4_Ll_mc_AKGC417L,0.176,3.985,0.8866135962374685
147_2b4_Ll_mc_AKGC417L,3.985,8.163,0.8846486811350922
147_2b4_Ll_mc_AKGC417L,8.163,12.039,0.886481226738718
147_2b4_Ll_mc_AKGC417L,12.039,17.24,0.8831912694015216
147_2b4_Ll_mc_AKGC417L,17.24,18.951,0.884127981881909
107_2b5_Pl_mc_AKGC417L,0.077,1.411,0.9188986844647283
107_2b5_Pl_mc_AKGC417L,1.411,3.863,0.9376894987205359
